year,vio,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,stateid,shall
86,570.4000244,288,8.082400322,61.26970291,17.81122971,0.544269025,17.90639114,0.000953465,2,0
87,455.3999939,306,8.185459137,60.4392662,17.49717331,0.539309978,16.95591736,0.000944777,2,0
88,522.7999878,339,8.392160416,60.09350967,17.2062912,0.541981995,16.74064445,0.000949458,2,0
89,497.7000122,355,8.556107521,59.82403564,17.13378143,0.547152996,17.2853775,0.000958517,2,0
90,524.5,361,8.630677223,60.08334351,16.99974632,0.553120017,17.3118782,0.00096975,2,0
91,613.9000244,348,8.526664734,60.3590889,16.56164932,0.569272995,17.00598335,0.00099807,2,0
92,660.5,345,8.534543037,60.75547791,16.34583855,0.587073028,16.97822952,0.001029277,2,0
93,760.7999878,327,8.630754471,60.76017761,16.1928196,0.596993029,17.06790733,0.001046669,2,0
94,766.2999878,446,8.593396187,60.87202454,15.97538567,0.600624025,16.97001648,0.001053035,2,0
95,770.9000244,317,8.624999046,61.2004776,15.75817585,0.601345003,16.87189102,0.0010543,2,1
96,727.7000122,338,8.752260208,61.23176956,15.81949997,0.604918003,16.54619408,0.001060564,2,1
97,701.0999756,383,8.834417343,61.00918579,15.9848299,0.608846009,16.816679,0.001067451,2,1
98,653.9000244,420,8.933932304,60.74544525,16.3056221,0.61520499,17.0774498,0.001078599,2,1
99,631.5,413,8.986602783,60.55464172,16.6317997,0.619499981,17.12014198,0.001086129,2,1
77,494.2000122,125,3.436421871,66.6195755,18.72812843,2.425196886,10.9194479,0.021383012,4,0
78,552.0999756,129,3.457415819,66.48781586,18.48919296,2.515317917,11.59140778,0.022177611,4,0
79,593,146,3.473442078,66.49958038,18.28484917,2.635570049,11.8046875,0.023237875,4,0
80,650.9000244,139,3.592809439,66.15735626,18.09280014,2.737773895,11.59430981,0.024119658,4,0
81,575.7999878,160,3.557632923,66.35717773,17.99498749,2.81012702,11.6811676,0.024757084,4,0
82,517,184,3.588126183,66.18364716,17.79726791,2.889864922,11.29523945,0.025459573,4,0
83,494.2000122,209,3.622586966,65.86686707,17.58132935,2.968928099,11.65400028,0.026156113,4,0
84,516.0999756,223,3.644695997,65.58672333,17.3071537,3.06714201,12.3567152,0.027021375,4,0
85,602.5,247,3.673840523,65.33994293,17.02610397,3.183535099,12.78620815,0.028046789,4,0
86,658.2999878,256,3.728060246,65.11161804,16.73827553,3.30826211,13.1468668,0.029145628,4,0
87,612.5999756,268,3.784641981,64.77774048,16.45066071,3.437102079,13.26900959,0.030280702,4,0
88,610.0999756,307,3.844388008,64.44434357,16.15663528,3.5351789,13.29938984,0.031144757,4,0
89,599.5999756,328,3.90328908,63.9122467,15.89516926,3.622175932,13.30410385,0.031911194,4,0
90,652.4000244,350,3.964250565,64.84598541,15.65156937,3.679055929,13.11478233,0.032374088,4,0
91,670.7000122,375,4.026213169,64.48261261,15.32617283,3.762393951,12.83855343,0.033107426,4,0
92,670.7999878,396,4.067532063,64.29301453,15.06402493,3.867332935,12.87300968,0.034030844,4,0
93,715,409,4.107061863,64.02615356,14.84014797,3.993390083,12.92288399,0.03514009,4,0
94,703.0999756,430,4.161120415,64.19139099,14.63247967,4.147561073,13.2881279,0.036496729,4,0
95,713.5,459,4.210515022,64.04898834,14.5245266,4.306908131,13.49463558,0.037898909,4,1
96,631.5,473,4.25886488,63.88957977,14.44164085,4.432308197,13.72298527,0.039002378,4,1
97,623.7000122,479,4.313578129,64.03395081,14.37867355,4.552206993,14.14637947,0.040057436,4,1
98,577.9000244,484,4.317078114,63.87193298,14.36154366,4.667276859,14.7452631,0.041069999,4,1
99,551.2000122,507,4.343523979,63.80435562,14.36654091,4.778332233,15.05345345,0.042047236,4,1
77,322.8999939,115,5.325915337,59.49732971,17.29584694,2.209009886,9.321480751,0.04252594,5,0
78,344.1000061,111,5.29471159,59.49071121,17.09855652,2.243124962,9.945752144,0.043182693,5,0
79,366.2000122,115,5.256688118,59.47255707,16.90199852,2.271334887,9.724736214,0.04372577,5,0
80,335.2000122,132,5.300999641,59.40872192,16.7778492,2.288738012,9.171473503,0.04394827,5,0
81,310.2999878,128,5.36308527,59.39111328,16.70276642,2.293195009,9.386143684,0.044033851,5,0
82,324.7000122,143,5.396680832,59.34017181,16.57395744,2.294261932,9.238463402,0.044054341,5,0
83,297.7000122,166,5.412155628,59.31244278,16.41476059,2.305753946,9.475999832,0.044275008,5,0
84,321.3999939,179,5.429968834,59.30060196,16.23451233,2.319773912,10.12703991,0.044544224,5,0
85,347.6000061,188,5.448843956,59.18848038,16.0480423,2.32704401,10.43046379,0.044683818,5,0
86,394.7999878,195,5.45392561,59.12255096,15.81027317,2.331990004,10.66620541,0.044778794,5,0
87,412,198,5.468931198,59.08031082,15.59308338,2.342359066,10.68536758,0.044977896,5,0
88,422.7000122,227,5.485952377,58.94504166,15.35794258,2.342638016,10.9594717,0.044983257,5,0
89,473.7000122,230,5.507786751,58.81361389,15.12137604,2.346386909,11.09183884,0.045055244,5,0
90,532.2000122,261,5.545241356,61.0187645,14.93503666,2.354342937,11.05585861,0.045210622,5,0
91,593.2999878,277,5.603151321,60.95455933,14.80756855,2.370666027,11.15140533,0.045524072,5,0
92,576.5,317,5.660377979,60.80523682,14.68970776,2.394098043,11.66174984,0.045974039,5,0
93,593.2999878,340,5.731630802,60.9196167,14.56569481,2.42374301,11.70955563,0.046543311,5,0
94,595.0999756,327,5.748988628,61.00677109,14.4551239,2.450604916,11.9279995,0.047059149,5,0
95,553.2000122,345,5.777742386,60.96267319,14.3969593,2.480120897,12.12908363,0.047625944,5,0
96,524,361,5.835659981,60.96301651,14.36883831,2.504858017,12.34566975,0.048100971,5,1
97,526.9000244,357,5.884809494,61.04880142,14.30606174,2.524007082,12.56158829,0.04846869,5,1
98,490.2000122,392,5.917338371,61.09907532,14.25316048,2.538202047,12.98741627,0.048741277,5,1
99,425.2000122,415,5.961927414,61.21139526,14.17538643,2.551373005,13.29533386,0.048994202,5,1
77,706,85,5.01166296,65.5193634,18.78834915,22.35240173,14.08908081,0.142953813,6,0
78,742.9000244,80,5.160540104,65.27906799,18.63813591,22.8359623,14.69630432,0.146046415,6,0
79,811.0999756,88,5.299741745,64.99981689,18.49174881,23.25688744,14.88071156,0.148738414,6,0
80,893.5999756,93,5.594303608,64.43827057,18.38396645,23.80080032,14.54306126,0.152277365,6,0
81,863,98,5.764122009,64.1647644,18.33018875,24.28593636,14.47267914,0.155381277,6,0
82,814.7000122,114,5.955957413,63.59418106,18.2048912,24.82000732,14.21476746,0.158798248,6,0
83,772.5999756,135,6.108491898,63.02439499,18.00802803,25.3600235,14.49100018,0.162253261,6,0
84,763.4000244,150,6.26654768,62.4737854,17.79389381,25.84438896,15.27399254,0.16535224,6,0
85,765.2999878,162,6.419227123,61.97259903,17.58418465,26.44111252,15.65773392,0.169170052,6,0
86,920.5,181,6.571936131,61.4321022,17.35141373,27.10224152,16.02385139,0.17339997,6,0
87,918,212,6.712570667,60.96082687,17.13269806,27.77715302,16.33412361,0.177718043,6,0
88,929.7999878,231,6.850673199,60.54551697,16.92791939,28.46425247,16.59834671,0.182114109,6,0
89,977.7000122,257,6.997949123,60.14186859,16.78492737,29.21816063,16.67429352,0.1869376,6,0
90,1045.199951,283,7.156203747,60.53820801,16.610466,29.95011139,16.67941856,0.192021117,6,0
91,1089.900024,311,7.265850067,59.8616333,16.22872162,30.414114,16.09954453,0.194996014,6,0
92,1119.699951,318,7.39420557,59.40587234,15.90389824,30.87591934,16.13261986,0.19795683,6,0
93,1077.800049,339,7.525185108,58.8409462,15.59114361,31.14720726,15.79670334,0.199696153,6,0
94,1013,368,7.618952751,58.34013748,15.29132271,31.31717873,15.77385616,0.200785905,6,0
95,966,384,7.714912891,57.9189949,15.08377361,31.49352455,16.02038383,0.201916516,6,0
96,862.7000122,416,7.803103447,57.64225388,14.95196056,31.78082848,16.23250389,0.203758523,6,0
97,798.2999878,446,7.907241821,57.71132278,14.88057137,32.21770859,16.60678101,0.206559524,6,0
98,703.7000122,475,8.000757217,57.91366196,14.87255669,32.68279266,17.26930428,0.209541351,6,0
99,627.2000122,483,8.089670181,58.14975739,14.9153595,33.14512253,17.85388756,0.212505504,6,0
77,511.8999939,87,2.0266366,72.37897491,20.01815987,2.696141958,12.44014835,0.025982905,8,0
78,498,89,2.081794262,72.41429138,19.80794907,2.766747952,13.04759216,0.026663339,8,0
79,522.0999756,93,2.1150949,72.49131012,19.57599831,2.849234104,13.1657114,0.027458262,8,0
80,528.5999756,90,2.207162142,72.37984467,19.34589577,2.908802986,13.0680809,0.028078604,8,0
81,531.7000122,96,2.254343987,72.38008881,19.03928757,2.977895021,13.30653572,0.028745549,8,0
82,504.2000122,92,2.313976765,72.21121216,18.55973244,3.061568975,13.35923958,0.029553251,8,0
83,476.3999939,108,2.368947506,71.82253265,18.04687691,3.133627892,13.56999969,0.030248834,8,0
84,457.7999878,109,2.424205542,71.46875,17.52742195,3.169986963,14.14620876,0.030599808,8,0
85,471,104,2.491743565,71.09287262,17.11547089,3.208717108,14.2752161,0.030973667,8,0
86,523.5999756,103,2.547748327,70.60625458,16.64706802,3.237447023,14.33674812,0.031250998,8,0
87,467.5,115,2.599250793,70.1235199,16.22412491,3.26047802,14.39770889,0.031473313,8,0
88,472.6000061,145,2.643702507,69.71968079,15.81841087,3.262280941,14.55397034,0.031490717,8,0
89,471.3999939,174,2.698712826,69.41889954,15.47111416,3.275820971,14.89404392,0.031621419,8,0
90,526,207,2.750992537,70.512146,15.20009041,3.303862095,15.01368618,0.031850595,8,0
91,559.2999878,209,2.798310995,70.5401001,14.87783337,3.367567062,14.97599697,0.032464735,8,0
92,578.7999878,249,2.829628468,70.58758545,14.65689945,3.459995031,15.22736931,0.033355776,8,0
93,567.2999878,256,2.879706383,70.7658844,14.46056652,3.560883999,15.52041435,0.034328394,8,0
94,509.6000061,262,2.920542717,70.9648819,14.28738022,3.653909922,15.79065609,0.035225201,8,0
95,440.2000122,289,2.947571039,71.1404953,14.21172619,3.738060951,16.26170921,0.03603645,8,0
96,404.5,292,2.973025084,71.19719696,14.17881584,3.812716007,16.65668488,0.036756158,8,0
97,363.2000122,322,3.003525972,71.19139862,14.20072937,3.891293049,17.35757065,0.037513673,8,0
98,377.8999939,342,3.058428049,71.0932312,14.23765945,3.968966961,18.24201584,0.038262479,8,0
99,340.5,357,3.094967604,71.19783783,14.23856163,4.056132793,18.85673332,0.039102796,8,0
77,282.2999878,62,2.625868559,69.83114624,17.53660965,3.08572197,14.32252884,0.634661078,9,0
78,315,53,2.686609507,69.85175323,17.44054604,3.091629028,14.8521595,0.635876,9,0
79,414.2000122,70,2.759992599,69.81980133,17.33736801,3.095913887,15.05221176,0.636757314,9,0
80,412.5,69,2.878027439,69.61650848,17.24053955,3.113173962,15.03875065,0.638993025,9,0
81,448.1000061,68,2.987401962,69.48973846,17.18353081,3.128839016,15.1960392,0.642208338,9,0
82,399.5,95,3.083772898,69.11451721,16.99181175,3.139012098,15.37989521,0.644296408,9,0
83,375,114,3.17201519,68.65659332,16.76026344,3.162343025,15.79899979,0.649085224,9,0
84,393.7999878,114,3.261485815,68.23032379,16.47208214,3.180022955,16.8592205,0.652714074,9,0
85,402,119,3.348600864,67.74602509,16.17114258,3.201128006,17.37453842,0.65704596,9,0
86,425.7999878,127,3.435484886,67.21826172,15.87936592,3.223737001,18.21454239,0.661686599,9,0
87,419,135,3.523706436,66.72660065,15.53987598,3.247291088,19.20191383,0.666521132,9,0
88,455.3999939,144,3.617497683,66.25659943,15.22223091,3.271958113,20.21389389,0.671584189,9,0
89,511.7999878,146,3.704990864,65.67208099,14.87584972,3.283409119,20.71499062,0.673934519,9,0
90,553.7000122,194,3.790023565,67.24412537,14.53456593,3.289056063,20.37283325,0.678855717,9,0
91,539.7000122,238,3.877985954,66.61340332,14.12866783,3.288640022,19.63685226,0.678769827,9,0
92,495.2999878,263,3.949469328,66.03352356,13.75824165,3.274996996,20.33084869,0.675953984,9,0
93,456.2000122,268,4.025792122,65.46113586,13.4597578,3.272325039,20.39577866,0.675402462,9,0
94,455.5,320,4.081422329,65.08692932,13.17764378,3.268346071,20.51750374,0.67458123,9,0
95,405.8999939,321,4.132952213,64.80254364,12.96829987,3.265292883,20.89333725,0.673951089,9,0
96,412,318,4.208807468,64.68811035,12.81999302,3.267030001,21.25471878,0.674309552,9,0
97,390.8999939,314,4.299476624,64.64515686,12.72504902,3.268513918,22.11939812,0.67461592,9,0
98,366.2999878,397,4.391970634,64.35552216,12.73139763,3.272562981,23.1330719,0.675451577,9,0
99,345.6000061,372,4.480762005,64.13894653,12.77050686,3.282031059,23.64671326,0.677405775,9,0
77,382.1000061,118,5.746930122,64.15755463,18.57512856,0.591829002,13.00897217,0.298601925,10,0
78,440.7000122,120,5.840172291,64.10251617,18.42085457,0.594776988,13.22942352,0.3000893,10,0
79,537.2999878,173,5.939507484,63.96815491,18.25366211,0.594982028,13.10122776,0.300192744,10,0
80,474.7999878,181,6.039645672,63.20911026,17.99572754,0.594919026,13.06082726,0.307929069,10,0
81,509,183,6.123620033,63.02655792,17.87335205,0.595970988,13.01280785,0.308473617,10,0
82,559.7999878,208,6.171386719,62.56893158,17.69247627,0.599135995,13.13426304,0.310111821,10,0
83,453.1000061,250,6.215405941,62.10417557,17.44423294,0.605414987,13.52900028,0.313361824,10,0
84,435.7000122,273,6.255917549,61.6669693,17.14882851,0.611517012,14.20854378,0.316520184,10,0
85,433.2999878,263,6.296459198,61.20520782,16.85875702,0.618283987,14.86785603,0.320022762,10,0
86,427,281,6.340459824,60.80499268,16.53730202,0.62755698,15.25392818,0.324822456,10,0
87,430.7000122,311,6.404671192,60.48524475,16.21239853,0.63695699,15.72724056,0.329687893,10,0
88,451.7000122,326,6.478222847,60.15024948,15.85676003,0.647584975,16.26070404,0.335188925,10,0
89,556.5,331,6.554517746,59.829422,15.51851654,0.658232987,16.8067894,0.340700328,10,0
90,655.2000122,333,6.635100365,61.46356964,15.20903111,0.669062972,16.4866333,0.342231721,10,0
91,714.2999878,323,6.794318676,61.00500488,14.92472458,0.680495024,16.33200264,0.348079294,10,0
92,621.2000122,344,6.956812859,60.5549736,14.65490532,0.69015801,16.39673996,0.353022009,10,0
93,685.9000244,390,7.09717989,60.17884827,14.39436722,0.69947499,16.41404724,0.357787728,10,0
94,644.2999878,394,7.244330883,59.73326492,14.18361568,0.708415985,16.48415947,0.362361103,10,0
95,725,400,7.419684887,59.49879456,13.96768665,0.718264997,16.60571289,0.367398977,10,0
96,668.2999878,413,7.576778412,59.17424011,13.79512882,0.727090001,16.916399,0.371913046,10,0
97,677.9000244,428,7.75416851,58.77141571,13.67492771,0.735023975,17.01974678,0.375971347,10,0
98,762.4000244,443,7.950773239,58.37949753,13.57648373,0.744066,17.85342026,0.380596399,10,0
99,734,429,8.134692192,58.07962036,13.49182129,0.753538013,18.35919762,0.385441422,10,0
77,1426.5,334,25.80589294,21.91193771,18.15840721,0.677228987,15.9500885,11.10211563,11,0
78,1411.699951,330,25.82674217,21.99966621,18.04598427,0.665050983,15.9645443,10.90247536,11,0
79,1608.699951,383,25.86124992,22.06764412,17.92189407,0.650014997,15.55299187,10.65598297,11,0
80,2010.599976,433,25.68026161,21.78042984,17.60015869,0.638284028,14.92752266,10.13149261,11,0
81,2274.800049,426,25.58023834,22.42586708,17.6294632,0.636893988,14.82887936,10.10942841,11,0
82,2123.100098,467,25.38574028,22.9748764,17.52571487,0.634171009,15.278759,10.06620598,11,0
83,1915.400024,531,25.07103348,23.42597389,17.24134636,0.632439017,15.53199959,10.03871346,11,0
84,1721.5,558,24.81330299,23.85827255,17.01342964,0.633382022,16.42383385,10.05368233,11,0
85,1624.800049,649,24.52111244,24.201828,16.74338913,0.634543002,16.83190155,10.07211113,11,0
86,1505.300049,738,24.27641296,24.54855156,16.52195358,0.638278008,17.29826927,10.13139629,11,0
87,1610.300049,753,24.04691887,24.80382538,16.23433495,0.636933982,17.76012611,10.11006355,11,0
88,1921.599976,905,23.8492775,25.05639076,15.95926571,0.630429983,18.89447975,10.00682545,11,0
89,2141.899902,1078,23.58799362,25.2508564,15.64345932,0.624164999,19.52173233,9.907381058,11,0
90,2458.199951,1132,23.41714478,26.08502007,15.29709435,0.603814006,20.28977394,9.898590088,11,0
91,2453.300049,1148,23.3438797,25.52124786,14.9229908,0.593239009,20.51770782,9.725229263,11,0
92,2832.800049,1221,23.30793571,25.40950394,14.5593071,0.584182978,21.3092289,9.576770782,11,0
93,2921.800049,1287,22.92984581,25.70433617,14.05723476,0.57635802,21.81718445,9.44849205,11,0
94,2662.600098,1549,22.56992149,26.08649445,13.63919544,0.564981997,22.0032959,9.262000084,11,0
95,2661.399902,1782,22.26011467,26.44189072,13.29450226,0.551272988,21.61142921,9.037262917,11,0
96,2469.800049,1650,21.94685555,27.0058136,12.88546848,0.538272977,21.84463501,8.824147224,11,0
97,2024.199951,1611,21.79755402,27.66835785,12.65829659,0.528752029,22.4733696,8.668065071,11,0
98,1718.5,1682,21.84068298,28.44929123,12.41844463,0.521426022,22.8923378,8.547966957,11,0
99,1627.699951,1913,21.66975021,29.27456665,12.21368027,0.518999994,23.39974022,8.508195877,11,0
77,686.7999878,211,5.086740017,60.00756836,16.37442398,8.856183052,11.52444077,0.163730502,12,0
78,765.5999756,221,5.038732052,59.9397049,16.13015556,9.102031708,12.1032877,0.168275699,12,0
79,833.9000244,239,5.018184185,60.12844849,15.97144699,9.426158905,12.18198776,0.174268052,12,0
80,983.5,220,5.078042507,59.85241699,15.73493862,9.839835167,12.14924049,0.181704327,12,0
81,965.0999756,208,5.139825344,59.93149185,15.72341728,10.19277763,12.26971912,0.188221842,12,0
82,896.7999878,224,5.180602551,59.84477615,15.58158302,10.47140694,12.16624737,0.193367064,12,0
83,826.7000122,261,5.210391521,59.69121552,15.42759037,10.74984455,12.63700008,0.198508754,12,0
84,868,235,5.222790718,59.50278854,15.17452812,11.03992081,13.19967556,0.203865349,12,0
85,941.0999756,242,5.236618996,59.25165939,14.92604065,11.3511219,13.61682987,0.209612057,12,0
86,1036.5,247,5.247060299,58.90888977,14.66731071,11.66750431,14.01950645,0.215454444,12,0
87,1024.400024,272,5.271782398,58.62299728,14.38564873,11.99728966,14.39595413,0.221544325,12,0
88,1117.699951,265,5.288664341,58.21194077,14.08953571,12.30639553,14.81330585,0.227252334,12,1
89,1109.400024,278,5.319286823,57.87771225,13.86583614,12.63770866,15.29313469,0.233370438,12,1
90,1244.300049,307,5.353075981,59.33007813,13.6879015,13.01836491,15.12951088,0.241094217,12,1
91,1184.300049,336,5.456842899,58.97432327,13.38397503,13.28949738,14.75815868,0.246115461,12,1
92,1207.199951,344,5.59107399,58.52879333,13.16866875,13.50477505,14.66930962,0.250102311,12,1
93,1206,355,5.693723202,57.94916534,12.93065929,13.71359253,14.91822815,0.25396952,12,1
94,1146.800049,384,5.809860706,57.54924393,12.71791077,13.96179771,15.01247978,0.258566201,12,1
95,1071,406,5.931223869,57.33018494,12.58248997,14.18540287,15.37684727,0.262707233,12,1
96,1051,447,6.044211388,57.11045074,12.51723957,14.42691135,15.63115978,0.267179877,12,1
97,1023.599976,439,6.174476624,57.02666092,12.50534058,14.68334961,15.97274113,0.271928996,12,1
98,938.7000122,437,6.283623219,57.05492783,12.50831223,14.90822983,16.45484161,0.276093662,12,1
99,854,447,6.394271851,57.11421204,12.52575874,15.1112442,16.61303711,0.279853404,12,1
77,439.7999878,225,8.995614052,55.27949142,18.80286598,5.219698906,10.22732449,0.089881681,13,0
78,482.7999878,224,9.080370903,55.13272476,18.61688042,5.295753002,10.67919159,0.091191314,13,0
79,558.7000122,216,9.193938255,54.98413849,18.44075203,5.40138483,10.59458351,0.093010262,13,0
80,555.2999878,224,9.368551254,54.87352371,18.32683372,5.486174107,10.24506569,0.094497971,13,0
81,548.2000122,219,9.516834259,54.79003525,18.21969414,5.568343163,10.34075928,0.095913306,13,0
82,478.2000122,220,9.618777275,54.68194962,18.08953094,5.649793148,10.37572765,0.097316258,13,0
83,456.7000122,247,9.68965435,54.56526566,17.91106033,5.728253841,10.84899998,0.098667733,13,0
84,478.6000061,259,9.735667229,54.50442886,17.67456055,5.834957123,11.68541527,0.100505665,13,0
85,507.2000122,254,9.769166946,54.40846252,17.43873596,5.962667942,12.17041779,0.102705456,13,0
86,587.5999756,251,9.778048515,54.31057739,17.17435265,6.084660053,12.71690941,0.104806736,13,0
87,576.5,265,9.782474518,54.23221588,16.87652588,6.208469868,12.99713993,0.106939331,13,0
88,665.2999878,282,9.798496246,54.0577774,16.63891029,6.316153049,13.36759186,0.108794145,13,0
89,735.7999878,281,9.81805706,53.84160614,16.41049767,6.411085129,13.49280834,0.110429332,13,0
90,756.2999878,300,9.87198925,55.20557785,16.19727898,6.506530762,13.51635647,0.112338454,13,1
91,738.2000122,327,10.0072813,54.94826508,15.89804649,6.621278763,13.36925888,0.11431963,13,1
92,733.2000122,342,10.13362885,54.66885376,15.64598083,6.759473801,13.72642994,0.116705641,13,1
93,723.0999756,365,10.25108147,54.34254456,15.38985825,6.894092083,13.86888123,0.119029887,13,1
94,667.7000122,387,10.39586163,54.12838745,15.14297676,7.045899868,14.22624016,0.121650927,13,1
95,657.0999756,456,10.52201462,53.94291687,14.94875622,7.188538074,14.53841972,0.124113642,13,1
96,638.7000122,470,10.6533556,53.7274437,14.80887413,7.332224846,14.97710991,0.126594469,13,1
97,606.5999756,462,10.80586243,53.52050018,14.71933174,7.486093998,15.24306583,0.129251093,13,1
98,572.7000122,472,10.94355488,53.3224411,14.67237282,7.636521816,15.97459507,0.131848305,13,1
99,534,502,11.10859394,53.1885643,14.62885094,7.788239956,16.3397522,0.134467795,13,1
77,224.8000031,39,26.65353966,24.28328896,20.53749657,0.918256998,13.73726463,0.142919376,15,0
78,270.1000061,44,26.78969002,23.98425865,20.36709404,0.931586027,13.97814369,0.144993931,15,0
79,289.7000122,57,26.9479332,23.73469162,20.07940865,0.953305006,13.97793579,0.148374319,15,0
80,299.5,58,26.97957039,23.51737595,19.69567299,0.967710018,13.91800785,0.150616348,15,0
81,247.6000061,65,25.1352005,27.77327919,19.52127075,0.978173971,13.49066353,0.152244985,15,0
82,255.6999969,77,25.15591621,27.52459717,19.04051399,0.993802011,13.34066296,0.154677346,15,0
83,252.1000061,88,25.01152802,27.45544815,18.6350193,1.012717009,13.88000011,0.157621324,15,0
84,231.8999939,103,24.82481956,27.25989532,18.31652832,1.027935028,14.30060768,0.159989879,15,0
85,219.3999939,124,24.72176743,27.0256424,17.90892029,1.039682984,14.53171825,0.161818355,15,0
86,245.1999969,134,24.64585495,26.86470985,17.56932831,1.051759005,14.91578102,0.163697898,15,0
87,263.2999878,142,24.6409111,26.72900581,17.23383331,1.067911029,15.25278378,0.166211829,15,0
88,257.1000061,141,24.63079643,26.48869324,16.83211136,1.079823017,15.90622234,0.168065846,15,0
89,270.1000061,136,24.63830948,26.23444176,16.53651047,1.094583988,16.49361992,0.170363262,15,0
90,280.8999939,142,24.85353279,26.38754463,16.16792679,1.112702966,17.06194305,0.173237279,15,0
91,241.8000031,150,24.6696167,26.44023514,15.7678194,1.131412029,16.92630577,0.176150084,15,0
92,258.3999939,153,24.46166039,26.49996567,15.44690704,1.149925947,17.20116997,0.179032534,15,0
93,261.2000122,164,24.25992775,26.32637787,15.09606457,1.161507964,17.2429142,0.180835739,15,0
94,262.2000122,198,24.07439041,26.25736618,14.79892254,1.173902988,17.02511978,0.182765529,15,0
95,295.6000061,202,23.95598412,26.1054306,14.50058842,1.180490017,16.7319355,0.183791056,15,0
96,280.6000061,217,23.95110321,26.0148735,14.22113895,1.184434056,16.29473495,0.184405103,15,0
97,277.8999939,249,24.03663635,26.00187302,13.96745396,1.189321995,16.30062866,0.185166121,15,0
98,246.8999939,288,24.096241,26.043787,13.86349297,1.190472007,16.33325195,0.185345173,15,0
99,235,307,24.16387367,26.08433342,13.68126583,1.185497046,16.46473312,0.184570596,15,0
77,236.8999939,82,0.76935178,70.72501373,18.70859337,0.883471012,10.70244026,0.010685814,16,0
78,236.3999939,87,0.795330167,70.47296906,18.44720078,0.910691023,11.18343163,0.011015046,16,0
79,288.7000122,91,0.804502547,70.13861847,18.18274498,0.932626009,10.83056736,0.011280356,16,0
80,313.3999939,92,0.841787219,69.79238892,17.95601845,0.947983027,10.56061459,0.011502973,16,0
81,283.2999878,87,0.845559597,69.53200531,17.68888664,0.962203026,10.30787945,0.011675521,16,0
